"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"7401","Ben","Roethlisberger","PIT","QB",36,14,"QB","robust",255.668,11,5.04200000000003,2.30692559999997,245.277,262.1304,3,5.74833333333333,83,5.48733333333334,82,-0.926066666666657,102
"7401","Ben","Roethlisberger","PIT","QB",36,14,"QB","weighted",255.988830051408,11,4.50578706069803,10.2642917189866,243.56,262.032263221884,3,5.59453118079142,82,8.52000000000001,78,-0.417526038500512,100
"7422","Ben","Watson","NOS","TE",38,14,"TE","average",83.33,14,1.71499999999999,10.1841641777811,75.826,93.43,6,-1.95777777777778,104,-2.94466666666666,110,-0.657333333333327,101
"7422","Ben","Watson","NOS","TE",38,14,"TE","robust",83.41,14,1.89875000000001,7.205436,75.826,93.43,6,-2.05583333333333,105,-2.94466666666666,110,-0.657333333333327,101
"7422","Ben","Watson","NOS","TE",38,14,"TE","weighted",84.0622120674624,14,1.79481871749391,10.4025707325588,75.34,92.9283625,6,-1.81652516810469,103,-2.98666666666666,115,-0.564866238601823,101
"7480","Matt","Schaub","ATL","QB",37,14,"QB","average",3.028,61,0.0760000000000001,2.98681904373198,1.1072,4.9088,NA,-247.273111111111,622,-238.682466666667,616,-258.147666666667,617
"7480","Matt","Schaub","ATL","QB",37,14,"QB","robust",3.028,61,0.27975,3.1312512,1.1072,4.9088,NA,-246.891666666667,624,-238.682466666667,616,-258.147666666667,617
"7480","Matt","Schaub","ATL","QB",37,14,"QB","weighted",3.23564334705075,61,0.0782814564244951,2.98681904373198,0.896,4.735088,NA,-247.158655523566,627,-234.144,488,-257.714701260385,618
"7813","Alex","Smith","WAS","QB",34,13,"QB","average",263.378,7,4.5863333333333,14.8508237257512,256.54,280.5376,2,13.0768888888889,67,16.7503333333333,64,17.4811333333333,62
"7813","Alex","Smith","WAS","QB",34,13,"QB","robust",264.492,7,5.17099999999999,2.96520000000008,256.54,280.5376,2,14.5723333333333,66,16.7503333333333,64,17.4811333333333,62
